id,price,link,offer_type,property_type,city,municipality,room_number,square_footage,heating,floor,bathroom_number,build_year,elevator,balcony,land_area,registered,parking,state
7912,530000.0,https://www.4zida.rs/prodaja/kuce/zlatibor/oglas/andrije-jevremovica/5cb70e5d273171418663c745,prodaja,kuce,Zlatibor,Zlatibor,10.0,910.0,etažno grejanje,,1,,0,0,17.34,0,0,
29125,500000.0,https://www.4zida.rs/prodaja/kuce/kragujevac/oglas/sumarice/61c42fd3cd36fd3ffd31ebd6,prodaja,kuce,Kragujevac,Gradske lokacije,12.0,900.0,,,4,2010.0,0,1,21.0,1,1,
46587,3500000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/vracar-centar-krunski-venac/601b2b332eed79689113e67c,prodaja,kuce,Beograd,Beograd,20.0,900.0,centralno grejanje,,4,1921.0,0,0,4.0,1,0,
31290,650000.0,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/futog/61f70f971441f10ba6392443,prodaja,kuce,Novi Sad,Okolne lokacije,7.0,900.0,grejanje na gas,,1,,0,0,0.0,0,0,
13014,3000.0,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/dr-nedeljka-ercegovca/60cca381e45105511378e263,izdavanje,kuce,Beograd,Zemun,10.0,900.0,grejanje na gas,,1,,0,1,5.0,0,0,
24357,765000.0,https://www.4zida.rs/prodaja/kuce/subotica/oglas/mali-radanovac/612fa6f0548603051e61b5cf,prodaja,kuce,Subotica,Gradske lokacije,8.0,900.0,grejanje na gas,,7,2015.0,0,1,40.0,1,1,
8131,460000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/batajnica/5fea76520e921f0b426943e6,prodaja,kuce,Beograd,Zemun opština,12.0,900.0,grejanje na gas,,1,,0,0,7.0,1,0,
5021,6000.0,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/vrcin/61795e3449716e185d28e150,izdavanje,kuce,Beograd,Grocka opština,30.0,900.0,,,2,,0,1,0.0,0,0,
47162,230000.0,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/veternik/5ceedd9e27317172b6390283,prodaja,kuce,Novi Sad,Gradske lokacije,10.0,900.0,grejanje na gas,,1,2017.0,0,0,6.0,1,0,
18012,3500.0,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/majora-zorana-radosavljevica/5fea72b41a156a71c412fbf1,izdavanje,kuce,Beograd,Zemun opština,13.0,900.0,grejanje na gas,,1,,0,0,16.0,0,0,
8097,460000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/batajnica/5f3ffbb63346423bc64c3c0b,prodaja,kuce,Beograd,Zemun opština,12.0,900.0,grejanje na struju,,1,,0,0,0.0,0,0,
8138,520000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/majora-zorana-radosavljevica/5fea6e9e9a30913558399152,prodaja,kuce,Beograd,Zemun opština,13.0,900.0,grejanje na gas,,1,,0,1,16.0,1,0,
31278,650000.0,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/futog/61e5b3c6053ef731111e6bd3,prodaja,kuce,Novi Sad,Okolne lokacije,7.0,900.0,grejanje na gas,,1,1903.0,0,1,0.0,1,0,
13013,3000.0,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/dr-nedeljka-ercegovca/60ba12f8a5388c4de34e9943,izdavanje,kuce,Beograd,Zemun,10.0,900.0,grejanje na gas,,1,,0,1,0.0,0,0,
31298,3300000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/senjak/615b08d9e70cfe36c9499b73,prodaja,kuce,Beograd,Savski Venac,10.0,900.0,etažno grejanje,,1,,0,1,0.0,1,0,
13012,3000.0,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/kalvarija/61795dfa49716e185d28e108,izdavanje,kuce,Beograd,Zemun,18.0,900.0,,,6,2020.0,0,1,0.0,0,1,
18028,1800.0,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/ibarski-put/607042be681087114a6b6098,izdavanje,kuce,Beograd,Barajevo opština,10.0,900.0,etažno grejanje,,1,1996.0,0,1,11.0,0,1,
12990,3000.0,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/dr-nedeljka-ercegovca/614da043bdd317763c4acad6,izdavanje,kuce,Beograd,Zemun,10.0,900.0,etažno grejanje,,1,,0,0,0.0,0,0,
26978,3900000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/vajara-djoke-jovanovica/5ec6a67427317106d24a2c25,prodaja,kuce,Beograd,Savski Venac,6.0,900.0,etažno grejanje,,6,2006.0,0,1,10.9,1,0,
27242,6000000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/mice-orlovica/6137ecc200afc268d27d78a9,prodaja,kuce,Beograd,Savski Venac,5.0,900.0,etažno grejanje,,1,,0,1,0.0,0,0,
20534,235000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/rajka-od-rasine/60a27f038a8dfa458b0d4204,prodaja,stanovi,Beograd,Čukarica,3.5,102000.0,grejanje na gas,,1,2020.0,1,0,0.0,1,0,
2077,95180.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/podbara/613f507bcd81b779d3192021,prodaja,stanovi,Novi Sad,Gradske lokacije,2.5,95180.0,,,1,,0,0,0.0,1,0,
17940,41.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/grbavica/61fbf5e23ce83a43d5331b23,prodaja,stanovi,Novi Sad,Gradske lokacije,2.0,88690.0,centralno grejanje,,1,,1,1,0.0,1,0,
17942,42.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/adice/61fbce1199dedc75b3387072,prodaja,stanovi,Novi Sad,Gradske lokacije,2.0,59620.0,,,1,,0,0,0.0,0,0,
35922,52530.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/slobodana-bajica/61fba8b4cbd41765a0490e20,prodaja,stanovi,Novi Sad,Sajmište,1.5,52530.0,centralno grejanje,,1,2014.0,0,1,0.0,1,1,
18914,8000000.0,https://www.4zida.rs/prodaja/stanovi/pirot/oglas/centar/5f44fcd19a3091609039bb30,prodaja,stanovi,Pirot,Gradske lokacije,8.0,8373.0,centralno grejanje,,5,,0,1,0.0,1,1,
46265,91200.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novi-sad-centar/61fd30731c237869eb7274d0,prodaja,stanovi,Novi Sad,Stari Grad,2.0,3949.0,centralno grejanje,,1,2022.0,1,1,0.0,0,0,
33815,200000.0,https://www.4zida.rs/prodaja/stanovi/secanj/oglas/prvomajska/6128f3ddd6d4255d4f6f5884,prodaja,stanovi,Sečanj,Sečanj,8.0,3500.0,centralno grejanje,,6,1990.0,0,1,0.0,1,1,
37133,170.0,https://www.4zida.rs/izdavanje/stanovi/nis/oglas/beograd-mala/61cc8f1df83af20ef0148712,izdavanje,stanovi,Niš,Crveni Krst,0.5,1650.0,centralno grejanje,,2,,0,0,0.0,0,1,
41931,298000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/veljka-milicevica/60993e8f7906cd3a4c6833dc,prodaja,stanovi,Beograd,Voždovac opština,5.0,1643.0,centralno grejanje,,1,,1,1,0.0,1,0,
27492,1000000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mokroluska/5c52e02c2731714da0222013,prodaja,stanovi,Beograd,Voždovac opština,8.0,1200.0,etažno grejanje,,1,1997.0,0,0,0.0,0,1,
47339,204480.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/filipa-visnjica/61be17492d1863712a3d9666,prodaja,stanovi,Novi Sad,Gradske lokacije,4.0,1065.0,centralno grejanje,,1,,1,1,0.0,1,1,
2501,1170000.0,https://www.4zida.rs/prodaja/stanovi/kopaonik/oglas/gradske-lokacije/5dce99aa27317121d13ea665,prodaja,stanovi,Kopaonik,Kopaonik,4.0,970.0,centralno grejanje,,1,,0,1,0.0,1,1,
8601,260000.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/dr-milosa-djorica/5f8eaa1785be5c710271cb87,prodaja,stanovi,Niš,Crveni Krst,8.0,658.0,etažno grejanje,,3,,0,1,0.0,1,0,
8593,260000.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/dr-milosa-djorica/5f782eea6d020f5a5916a0d3,prodaja,stanovi,Niš,Crveni Krst,8.0,658.0,etažno grejanje,,3,,0,1,0.0,1,0,
27187,1000000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vojvode-stepe/5f01ea0e273171713a54f373,prodaja,stanovi,Beograd,Voždovac opština,5.0,640.0,etažno grejanje,,1,2014.0,1,1,0.0,1,0,
21609,659000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vojvode-stepe/5f12f846958e79605c51c903,prodaja,stanovi,Beograd,Voždovac opština,5.0,640.0,etažno grejanje,,1,2013.0,1,1,0.0,1,1,
10864,150000.0,https://www.4zida.rs/prodaja/stanovi/zrenjanin/oglas/zitni-trg/60a3803d2e30b35ed3498a18,prodaja,stanovi,Zrenjanin,Gradske lokacije,8.0,602.0,,,2,,0,0,0.0,0,0,
23633,725000.0,https://www.4zida.rs/prodaja/stanovi/subotica/oglas/centar-1/61e842461329795556329703,prodaja,stanovi,Subotica,Gradske lokacije,5.5,600.0,,,4,1906.0,0,1,0.0,0,0,
16924,5000.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/ace-joksimovica/61f4204c261ebf3b586889b3,izdavanje,stanovi,Beograd,Čukarica,6.5,600.0,grejanje na gas,,1,,0,1,0.0,0,0,
12798,7500.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/bulevar-kneza-aleksandra-karadjordjevica/5efa082627317162d7658b23,izdavanje,stanovi,Beograd,Savski Venac,5.0,500.0,etažno grejanje,,1,1970.0,0,1,0.0,0,0,
17397,7500.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/brzakova/60acf2e58a85812d5400210b,izdavanje,stanovi,Beograd,Savski Venac,7.0,500.0,,,1,,0,0,0.0,0,0,
15518,3200.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/pakracka/60ac1b25f33d4d516d7b2403,izdavanje,stanovi,Beograd,Palilula opština,6.0,460.0,podno grejanje,,1,,0,1,0.0,0,1,
9714,180000.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/somborska/5f12f2639e39663e8420b9b3,prodaja,stanovi,Niš,Gradske lokacije,5.0,450.0,etažno grejanje,,4,,0,1,0.0,0,0,
9733,180000.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/somborska/5f8eaad485be5c710271cce6,prodaja,stanovi,Niš,Gradske lokacije,5.0,450.0,etažno grejanje,,4,,0,1,0.0,0,0,
39457,990000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mutapova/5f22b77a62e9ec3f60701ba3,prodaja,stanovi,Beograd,Neimar,4.0,437.0,,,1,2017.0,0,1,0.0,1,0,
44745,615530.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/grbavica-gradske-lokacije-novi-sad/61832f1c8e98890da24b1a3a,prodaja,stanovi,Novi Sad,Gradske lokacije,8.0,432.0,centralno grejanje,,1,,1,0,0.0,1,0,
27179,1150000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/senjak/5ef8856f2731711dd76a2a13,prodaja,stanovi,Beograd,Savski Venac,6.5,425.0,,,1,,1,1,0.0,1,0,
44036,607000.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-evrope/6177d416df8b594d956f3cac,prodaja,stanovi,Novi Sad,Gradske lokacije,4.0,420.0,,,1,,1,1,0.0,1,0,
37435,1200.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/ibarski-put/5e0204ea2731715d2c345385,izdavanje,stanovi,Beograd,Barajevo opština,4.0,420.0,etažno grejanje,,1,,0,1,0.0,0,0,
8043,1550000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mutapova/61b3a8cdad221b44b80aad9a,prodaja,stanovi,Beograd,Neimar,4.0,405.0,etažno grejanje,,1,2014.0,1,1,0.0,1,0,
39459,1550000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mutapova/60b0dab8372a4815ef6c6243,prodaja,stanovi,Beograd,Neimar,4.0,405.0,etažno grejanje,,4,,1,1,0.0,1,1,
32088,280000.0,https://www.4zida.rs/prodaja/stanovi/vrnjacka-banja/oglas/centar/60b4c15fe856d14d46270726,prodaja,stanovi,Vrnjačka Banja,Gradske lokacije,8.0,400.0,centralno grejanje,,1,,0,0,0.0,0,0,
14085,2200.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/djeram/6136277ea176814bca44a685,izdavanje,stanovi,Beograd,Zvezdara opština,7.0,400.0,etažno grejanje,,1,,1,1,0.0,0,0,
13140,7400.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/hram-svetog-save/613b91a623d8735a292a9fe5,izdavanje,stanovi,Beograd,Neimar,5.0,400.0,centralno grejanje,,6,,1,1,0.0,0,0,
45165,580000.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-oslobodjenja/60efed6b72ac2704a520bad3,prodaja,stanovi,Novi Sad,Gradske lokacije,5.0,400.0,,,1,2021.0,1,1,0.0,1,0,
40523,2500000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/sanje-zivanovica/61dc9d14aa1d0a3d4f785620,prodaja,stanovi,Beograd,Savski Venac,5.0,400.0,centralno grejanje,,1,,0,1,0.0,1,0,
38679,800000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/diane-budisavljevic/602bd12aa86d9b309e507449,prodaja,stanovi,Beograd,Savski Venac,5.0,400.0,,,1,2015.0,0,1,0.0,1,0,
17401,5000.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/senjak/610d403c141ebb260f370289,izdavanje,stanovi,Beograd,Savski Venac,6.5,400.0,centralno grejanje,,1,,0,1,0.0,0,0,
35218,4000.0,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/bulevar-oslobodjenja/6075a67966cc751d0c5f4e33,izdavanje,stanovi,Novi Sad,Gradske lokacije,6.0,397.0,centralno grejanje,,1,,1,1,0.0,0,0,
35222,4000.0,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/bulevar-oslobodjenja/60703128284bd60cb5718583,izdavanje,stanovi,Novi Sad,Gradske lokacije,6.0,397.0,centralno grejanje,,3,,1,1,0.0,0,1,
35207,4000.0,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/bulevar-oslobodjenja/611fb921291792671c6c0473,izdavanje,stanovi,Novi Sad,Gradske lokacije,6.0,397.0,centralno grejanje,,1,2021.0,1,1,0.0,0,0,
35388,4000.0,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/bulevar-oslobodjenja/603d2d42c342b23c492643d3,izdavanje,stanovi,Novi Sad,Gradske lokacije,6.0,397.0,centralno grejanje,,3,,1,1,0.0,0,1,
10476,83500.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/bubanjska-dolina/5f2566ef7e78530e991fec83,prodaja,stanovi,Niš,Palilula,5.0,395.0,,,1,,0,0,0.0,0,0,
8256,83500.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/bubanjska-dolina/5f8eaaae85be5c710271cc9b,prodaja,stanovi,Niš,Palilula,5.0,395.0,,,1,,0,0,0.0,0,0,
11607,300000.0,https://www.4zida.rs/prodaja/stanovi/kragujevac/oglas/centar/5b28d1d3b70c590a3e5a44f5,prodaja,stanovi,Kragujevac,Gradske lokacije,0.5,380.0,grejanje na struju,,1,2012.0,0,0,0.0,0,0,
14351,3200.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/autokomanda/5f1211490c7cde7234307316,izdavanje,stanovi,Beograd,Voždovac opština,5.0,380.0,centralno grejanje,,3,,1,1,0.0,0,0,
18661,198500.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/malo-polje/60d6f9b8ecd31231a149cf2c,prodaja,stanovi,Beograd,Grocka opština,5.5,380.0,TA peć,,4,,0,1,0.0,1,0,
42830,730000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/novopazarska/5dd27390e466e61188702b81,prodaja,stanovi,Beograd,Vračar,6.0,379.0,centralno grejanje,,2,,1,1,0.0,1,0,
20124,55000.0,https://www.4zida.rs/prodaja/stanovi/paracin/oglas/11-kongres/619846a34ea05d33ae3ed5ac,prodaja,stanovi,Paraćin,Gradske lokacije,4.0,379.0,,,1,,0,0,0.0,1,0,
42814,790000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/novopazarska/60ae0e7d548f5741717371bb,prodaja,stanovi,Beograd,Vračar,6.0,379.0,centralno grejanje,,1,,0,0,0.0,0,0,
19635,110000.0,https://www.4zida.rs/prodaja/stanovi/sabac/oglas/zivinarnik/60a7967ec577c409ce26584a,prodaja,stanovi,Šabac,Gradske lokacije,4.0,377.0,,,1,,0,0,0.0,0,0,
41984,850000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/boze-jankovica/615edfa360f81b5667003423,prodaja,stanovi,Beograd,Voždovac opština,5.0,376.0,etažno grejanje,,4,2017.0,1,1,0.0,1,0,
33933,62000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bezanijska/61472fd3b5a5266cfa50538d,prodaja,stanovi,Beograd,Zemun,1.0,374.0,grejanje na struju,,2,1930.0,0,0,0.0,0,0,
37469,7400.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/cara-nikolaja-ii/6036076938c97859b64850ce,izdavanje,stanovi,Beograd,Vračar,5.0,370.0,etažno grejanje,,5,2020.0,0,1,0.0,0,1,
13149,7400.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/hram-svetog-save/5ec439020c7cde545a318e38,izdavanje,stanovi,Beograd,Neimar,5.0,370.0,centralno grejanje,,5,,1,1,0.0,0,0,
5637,700000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/diane-budisavljevic/5fd75a0336dd33192d13fdb3,prodaja,stanovi,Beograd,Savski Venac,7.0,369.0,,,1,2014.0,1,1,0.0,1,0,
38636,980000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gornji-dorcol/5ddfc77ee466e6299153a845,prodaja,stanovi,Beograd,Dorćol,8.0,360.0,centralno grejanje,,1,,0,1,0.0,1,0,
38686,950000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/serdar-jola/615dc6d3afb66a506d221833,prodaja,stanovi,Beograd,Savski Venac,6.0,358.0,,,3,2016.0,1,1,0.0,1,1,
5930,495000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mosorska/613f53c9f356dd07cf74ae8a,prodaja,stanovi,Beograd,Voždovac,6.5,355.0,,,4,,0,1,0.0,1,0,
9715,90000.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/vukmanovska/5eebab562731717b573ea993,prodaja,stanovi,Niš,Medijana,4.5,350.0,TA peć,,2,,0,1,0.0,0,0,
32689,1350000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/trnska/60f458ff598db544135f8713,prodaja,stanovi,Beograd,Vračar,7.0,350.0,centralno grejanje,,1,,1,1,0.0,1,0,
8547,90000.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/vukmanovska/5f8eab1c85be5c710271cd79,prodaja,stanovi,Niš,Medijana,4.5,350.0,TA peć,,2,,0,1,0.0,0,0,
27173,1380000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/senjak/6021b3bbadf8ef730a148218,prodaja,stanovi,Beograd,Savski Venac,4.0,350.0,centralno grejanje,,1,2020.0,1,1,0.0,1,0,
4590,3000.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/dedinje/61a380ad049c4a3a814b406c,izdavanje,stanovi,Beograd,Savski Venac,4.0,350.0,centralno grejanje,,3,2005.0,0,1,0.0,0,0,
47367,163200.0,https://www.4zida.rs/prodaja/stanovi/sokobanja/oglas/centar/61c9bff158b14861737cb663,prodaja,stanovi,Sokobanja,Gradske lokacije,0.5,350.0,centralno grejanje,,1,,0,1,0.0,1,0,
37130,150.0,https://www.4zida.rs/izdavanje/stanovi/nis/oglas/niska-banja/6152d24dc723c20bfe19f778,izdavanje,stanovi,Niš,Gradske lokacije,6.0,350.0,centralno grejanje,,1,,0,0,0.0,0,0,
4586,3000.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/dedinje/61a3b913a4d801277d21edc1,izdavanje,stanovi,Beograd,Savski Venac,4.0,340.0,centralno grejanje,,1,,0,1,0.0,0,0,
39884,750000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/djuke-dinica/60576841b8aa8174135cc3ef,prodaja,stanovi,Beograd,Zvezdara opština,7.0,340.0,centralno grejanje,,4,2012.0,1,1,0.0,1,0,
9740,175000.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/ktitor/5e1a64cb273171100c03d753,prodaja,stanovi,Niš,Gradske lokacije,3.0,339.0,,,2,,0,0,0.0,0,0,
9181,175000.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/ktitor/5f8eac5785be5c710271d013,prodaja,stanovi,Niš,Gradske lokacije,3.0,339.0,,,2,,0,0,0.0,0,0,
