id,price,link,offer_type,property_type,city,municipality,room_number,square_footage,heating,floor,bathroom_number,build_year,elevator,balcony,land_area,registered,parking
23782,530000,https://www.4zida.rs/prodaja/kuce/zlatibor/oglas/andrije-jevremovica/5cb70e5d273171418663c745,prodaja,kuce,Zlatibor,Zlatibor,10,910,"etažno grejanje",NULL,1,NULL,0,0,17.34,0,0
7824,530000,https://www.4zida.rs/prodaja/kuce/zlatibor/oglas/andrije-jevremovica/5cb70e5d273171418663c745,prodaja,kuce,Zlatibor,Zlatibor,10,910,"etažno grejanje",NULL,1,NULL,0,0,17.34,0,0
3085,3900000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/vajara-djoke-jovanovica/5ec6a67427317106d24a2c25,prodaja,kuce,Beograd,"Savski Venac",6,900,"etažno grejanje",NULL,6,2006,0,1,10.9,1,0
18113,3500,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/majora-zorana-radosavljevica/5fea72b41a156a71c412fbf1,izdavanje,kuce,Beograd,"Zemun opština",13,900,"grejanje na gas",NULL,1,NULL,0,0,16,0,0
24105,500000,https://www.4zida.rs/prodaja/kuce/kragujevac/oglas/sumarice/61c42fd3cd36fd3ffd31ebd6,prodaja,kuce,Kragujevac,"Gradske lokacije",12,900,NULL,NULL,4,2010,0,1,21,1,1
18140,3000,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/kalvarija/61795dfa49716e185d28e108,izdavanje,kuce,Beograd,Zemun,18,900,NULL,NULL,6,2020,0,1,0,0,1
18349,1800,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/ibarski-put/607042be681087114a6b6098,izdavanje,kuce,Beograd,"Barajevo opština",10,900,"etažno grejanje",NULL,1,1996,0,1,11,0,1
18301,3000,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/dr-nedeljka-ercegovca/60cca381e45105511378e263,izdavanje,kuce,Beograd,Zemun,10,900,"grejanje na gas",NULL,1,NULL,0,1,5,0,0
6780,3500,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/majora-zorana-radosavljevica/5fea72b41a156a71c412fbf1,izdavanje,kuce,Beograd,"Zemun opština",13,900,"grejanje na gas",NULL,1,NULL,0,0,16,0,0
1590,3000,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/dr-nedeljka-ercegovca/614da043bdd317763c4acad6,izdavanje,kuce,Beograd,Zemun,10,900,"etažno grejanje",NULL,1,NULL,0,0,0,0,0
22820,3900000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/vajara-djoke-jovanovica/5ec6a67427317106d24a2c25,prodaja,kuce,Beograd,"Savski Venac",6,900,"etažno grejanje",NULL,6,2006,0,1,10.9,1,0
11348,520000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/majora-zorana-radosavljevica/5fea6e9e9a30913558399152,prodaja,kuce,Beograd,"Zemun opština",13,900,"grejanje na gas",NULL,1,NULL,0,1,16,1,0
18134,6000,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/vrcin/61795e3449716e185d28e150,izdavanje,kuce,Beograd,"Grocka opština",30,900,NULL,NULL,2,NULL,0,1,0,0,0
18340,3000,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/dr-nedeljka-ercegovca/60ba12f8a5388c4de34e9943,izdavanje,kuce,Beograd,Zemun,10,900,"grejanje na gas",NULL,1,NULL,0,1,0,0,0
7202,715000,https://www.4zida.rs/prodaja/kuce/subotica/oglas/mali-radanovac/612fa6f0548603051e61b5cf,prodaja,kuce,Subotica,"Gradske lokacije",8,900,"grejanje na gas",NULL,1,2015,0,1,40,1,1
22193,3000,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/dr-nedeljka-ercegovca/614da043bdd317763c4acad6,izdavanje,kuce,Beograd,Zemun,10,900,"etažno grejanje",NULL,1,NULL,0,0,0,0,0
22864,650000,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/futog/61e5b3c6053ef731111e6bd3,prodaja,kuce,"Novi Sad","Okolne lokacije",7,900,"grejanje na gas",NULL,1,1903,0,1,0,1,0
11347,460000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/batajnica/5fea76520e921f0b426943e6,prodaja,kuce,Beograd,"Zemun opština",12,900,"grejanje na gas",NULL,1,NULL,0,0,7,1,0
13960,155000,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/sremska-kamenica/5f079695ad76e771551e63ff,prodaja,kuce,"Novi Sad","Gradske lokacije",3,889,NULL,NULL,1,NULL,0,1,0,1,0
23361,155000,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/sremska-kamenica/5f079695ad76e771551e63ff,prodaja,kuce,"Novi Sad","Gradske lokacije",3,889,NULL,NULL,1,NULL,0,1,0,1,0
23602,170000,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/sremska-kamenica/61c9f4414201ab3d8b55818c,prodaja,kuce,"Novi Sad","Gradske lokacije",6,889,"grejanje na gas",NULL,1,1994,0,0,0,1,0
19129,5000,https://www.4zida.rs/izdavanje/kuce/beograd/oglas/pregrevica/613615dd99db6309fc79c99a,izdavanje,kuce,Beograd,Zemun,18,880,"grejanje na struju",NULL,1,NULL,0,1,30,0,1
23604,103000,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/ribnjak/61c9f4604201ab3d8b5581b8,prodaja,kuce,"Novi Sad",Petrovaradin,2,876,"grejanje na struju",NULL,1,2000,0,0,0,0,0
17365,103000,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/ribnjak/61c9f4604201ab3d8b5581b8,prodaja,kuce,"Novi Sad",Petrovaradin,2,876,"grejanje na struju",NULL,1,2000,0,0,0,0,0
11289,4500000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/bulevar-kneza-aleksandra-karadjordjevica/5fa9524b9a30914bbc335036,prodaja,kuce,Beograd,"Savski Venac",5,875,"etažno grejanje",NULL,1,2010,0,1,18,1,0
22562,751900,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/bocke/5f7f4bf60b95bb69ae149063,prodaja,kuce,"Novi Sad","Sremska Kamenica",10,873,"grejanje na gas",NULL,1,NULL,0,1,50,1,1
14200,206000,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/adice/60ad22efeaef002b65597a38,prodaja,kuce,"Novi Sad","Gradske lokacije",5,860,"etažno grejanje",NULL,1,2000,0,0,0,1,0
23957,3900000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/dedinje/61c4a72eee29af23d4234a73,prodaja,kuce,Beograd,"Savski Venac",10,850,"etažno grejanje",NULL,1,NULL,0,1,10.5,1,0
7885,3900000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/dedinje/61c4a72eee29af23d4234a73,prodaja,kuce,Beograd,"Savski Venac",10,850,"etažno grejanje",NULL,1,NULL,0,1,10.5,1,0
23664,74200,https://www.4zida.rs/prodaja/kuce/nis/oglas/sicevo/5fd75fea28bf5436eb36c203,prodaja,kuce,Niš,"Okolne lokacije",4,831,NULL,NULL,2,NULL,0,1,0,1,0
16292,3500000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/kneginje-zorke/603faebc1e25a265600e4953,prodaja,kuce,Beograd,Vračar,10,815,"centralno grejanje",NULL,4,NULL,0,0,0,1,0
22409,51500,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/futog/6182536b489a46074d7ad176,prodaja,kuce,"Novi Sad","Okolne lokacije",2,814,"grejanje na gas",NULL,1,NULL,0,0,0,1,0
23441,108150,https://www.4zida.rs/prodaja/kuce/vrbas/oglas/gradske-lokacije/60b4e4c3064bd6725d5f8c23,prodaja,kuce,Vrbas,Vrbas,10,814,"grejanje na struju",NULL,1,NULL,0,1,12.92,1,1
3781,51500,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/futog/6182536b489a46074d7ad176,prodaja,kuce,"Novi Sad","Okolne lokacije",2,814,"grejanje na gas",NULL,1,NULL,0,0,0,1,0
3069,2500000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/vajara-djoke-jovanovica/61893e0379a0cc1897372070,prodaja,kuce,Beograd,"Savski Venac",10,810,"grejanje na gas",NULL,9,2014,0,1,6.5,1,1
14270,154500,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/adice/61e82a72638fa10a637ce0e6,prodaja,kuce,"Novi Sad","Gradske lokacije",7,810,"etažno grejanje",NULL,1,1991,0,0,0,1,0
22844,2500000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/vajara-djoke-jovanovica/61893e0379a0cc1897372070,prodaja,kuce,Beograd,"Savski Venac",10,810,"grejanje na gas",NULL,9,2014,0,1,6.5,1,1
22641,154500,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/adice/61e82a72638fa10a637ce0e6,prodaja,kuce,"Novi Sad","Gradske lokacije",7,810,"etažno grejanje",NULL,1,1991,0,0,0,1,0
23928,3000000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/drinicka/5a454f1fb70c5901d07d1194,prodaja,kuce,Beograd,"Savski Venac",5,800,"etažno grejanje",NULL,1,1998,0,1,15,1,0
9241,33000,https://www.4zida.rs/prodaja/kuce/titel/oglas/vilovo/5e4040c29a30912c9c60f98c,prodaja,kuce,Titel,"Okolne lokacije",4,800,"grejanje na gas",NULL,1,2011,0,1,5000,1,0
10964,550000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/milovana-stevanovica/619eabda0d1ef7462c4c1abe,prodaja,kuce,Beograd,"Barajevo opština",7,800,"etažno grejanje",NULL,2,2000,0,1,19,1,0
22404,175100,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/cardak/61795f340c041e20333da043,prodaja,kuce,"Novi Sad","Sremska Kamenica",4,791,"grejanje na gas",NULL,1,NULL,0,1,0,1,0
2955,270000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/vucinac/5f4d2ae5bfc59263ab2a9e61,prodaja,kuce,Beograd,"Barajevo opština",13,770,"etažno grejanje",NULL,1,NULL,0,1,0,1,1
3238,650000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/lovacka/5fe3013bcfb97461412e3293,prodaja,kuce,Beograd,"Palilula opština",11,768,"etažno grejanje",NULL,8,NULL,0,1,8,1,1
4487,100090,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/klisa-vikend-naselje/61c31ddd91d1e71ab71279fb,prodaja,stanovi,"Novi Sad","Okolne lokacije",4,479212,"centralno grejanje",NULL,1,2021,0,1,0,1,0
4906,95180,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/podbara/613f507bcd81b779d3192021,prodaja,stanovi,"Novi Sad","Gradske lokacije",2.5,95180,NULL,NULL,1,NULL,0,0,0,1,0
12103,298000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/veljka-milicevica/60993e8f7906cd3a4c6833dc,prodaja,stanovi,Beograd,"Voždovac opština",5,1643,"centralno grejanje",NULL,1,NULL,1,1,0,1,0
10215,204480,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/filipa-visnjica/61be17492d1863712a3d9666,prodaja,stanovi,"Novi Sad","Gradske lokacije",4,1065,"centralno grejanje",NULL,1,NULL,1,1,0,1,1
13685,1170000,https://www.4zida.rs/prodaja/stanovi/kopaonik/oglas/gradske-lokacije/5dce99aa27317121d13ea665,prodaja,stanovi,Kopaonik,Kopaonik,4,970,"centralno grejanje",NULL,1,NULL,0,1,0,1,1
11221,1000000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vojvode-stepe/5f01ea0e273171713a54f373,prodaja,stanovi,Beograd,"Voždovac opština",5,640,"etažno grejanje",NULL,1,2014,1,1,0,1,0
3139,150000,https://www.4zida.rs/prodaja/stanovi/zrenjanin/oglas/zitni-trg/60a3803d2e30b35ed3498a18,prodaja,stanovi,Zrenjanin,"Gradske lokacije",8,602,NULL,NULL,2,NULL,0,0,0,0,0
18428,725000,https://www.4zida.rs/prodaja/stanovi/subotica/oglas/centar-1/61e842461329795556329703,prodaja,stanovi,Subotica,"Gradske lokacije",5.5,600,NULL,NULL,4,1906,0,1,0,0,0
15933,180000,https://www.4zida.rs/prodaja/stanovi/nis/oglas/somborska/5f12f2639e39663e8420b9b3,prodaja,stanovi,Niš,"Gradske lokacije",5,450,"etažno grejanje",NULL,4,NULL,0,1,0,0,0
15707,180000,https://www.4zida.rs/prodaja/stanovi/nis/oglas/somborska/5f8eaad485be5c710271cce6,prodaja,stanovi,Niš,"Gradske lokacije",5,450,"etažno grejanje",NULL,4,NULL,0,1,0,0,0
3501,990000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mutapova/5f22b77a62e9ec3f60701ba3,prodaja,stanovi,Beograd,Neimar,4,437,NULL,NULL,1,2017,0,1,0,1,0
3500,1550000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mutapova/61b3a8cdad221b44b80aad9a,prodaja,stanovi,Beograd,Neimar,4,405,"etažno grejanje",NULL,1,2014,1,1,0,1,0
3516,1550000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mutapova/60b0dab8372a4815ef6c6243,prodaja,stanovi,Beograd,Neimar,4,405,"etažno grejanje",NULL,4,NULL,1,1,0,1,1
6985,7400,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/hram-svetog-save/613b91a623d8735a292a9fe5,izdavanje,stanovi,Beograd,Neimar,5,400,"centralno grejanje",NULL,1,NULL,1,1,0,0,0
8402,4000,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/bulevar-oslobodjenja/603d2d42c342b23c492643d3,izdavanje,stanovi,"Novi Sad","Gradske lokacije",6,397,"centralno grejanje",NULL,3,NULL,1,1,0,0,1
6984,3200,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/autokomanda/5f1211490c7cde7234307316,izdavanje,stanovi,Beograd,"Voždovac opština",5,380,"centralno grejanje",NULL,3,NULL,1,1,0,0,0
3727,62000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bezanijska/61472fd3b5a5266cfa50538d,prodaja,stanovi,Beograd,Zemun,1,374,"grejanje na struju",NULL,1,1930,0,0,0,0,0
6977,7400,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/hram-svetog-save/5ec439020c7cde545a318e38,izdavanje,stanovi,Beograd,Neimar,5,370,"centralno grejanje",NULL,5,NULL,1,1,0,0,0
20324,7400,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/cara-nikolaja-ii/6036076938c97859b64850ce,izdavanje,stanovi,Beograd,Vračar,5,370,"etažno grejanje",NULL,1,2020,0,1,0,0,1
3411,700000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/diane-budisavljevic/5fd75a0336dd33192d13fdb3,prodaja,stanovi,Beograd,"Savski Venac",7,369,NULL,NULL,1,2014,1,1,0,1,0
18609,1350000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/trnska/60f458ff598db544135f8713,prodaja,stanovi,Beograd,Vračar,7,350,"centralno grejanje",NULL,1,NULL,1,1,0,1,0
21233,3000,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/dedinje/61a380ad049c4a3a814b406c,izdavanje,stanovi,Beograd,"Savski Venac",4,350,"centralno grejanje",NULL,3,2005,0,1,0,0,0
3046,1380000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/senjak/6021b3bbadf8ef730a148218,prodaja,stanovi,Beograd,"Savski Venac",4,350,"centralno grejanje",NULL,1,2020,1,1,0,1,0
21239,3000,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/dedinje/61a3b913a4d801277d21edc1,izdavanje,stanovi,Beograd,"Savski Venac",4,340,"centralno grejanje",NULL,1,NULL,0,1,0,0,0
2996,739000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/djuke-dinic/5f3402c16eb6a51f6d358963,prodaja,stanovi,Beograd,"Zvezdara opština",6.5,337,"centralno grejanje",NULL,4,2006,0,1,0,1,0
3330,950000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/antifasisticke-borbe/619e4b89a0db2c5015070194,prodaja,stanovi,Beograd,"Novi Beograd",8,330,"centralno grejanje",NULL,5,2005,1,1,0,1,0
21759,4000,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/diplomatska-kolonija/615dcd51aa36035df4271397,izdavanje,stanovi,Beograd,Dedinje,5,330,"centralno grejanje",NULL,1,NULL,1,1,0,0,0
19524,399000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/milana-jovanovica/5d723d75273171107b1f2f2b,prodaja,stanovi,Beograd,Čukarica,5,323,"centralno grejanje",NULL,2,2009,1,0,0,0,1
20853,700,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/gostivarska/61c1c1a0aeb6be5f817bc8c4,izdavanje,stanovi,Beograd,"Voždovac opština",4,321,"centralno grejanje",NULL,2,NULL,1,1,0,0,0
6906,3300,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/kosovska/61ccb57c1edd276e88332eb9,izdavanje,stanovi,Beograd,"Stari Grad opština",8,315,"centralno grejanje",NULL,1,NULL,1,1,0,0,0
1625,4000,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/kosovska/6005cab20915be19d809d358,izdavanje,stanovi,Beograd,"Stari Grad opština",8,315,"centralno grejanje",NULL,1,NULL,1,1,0,0,0
5061,25000,https://www.4zida.rs/prodaja/stanovi/aleksinac/oglas/zitkovac/5fe4588859362b677036a263,prodaja,stanovi,Aleksinac,Aleksinac,2.5,308,NULL,NULL,1,NULL,0,0,0,0,0
5058,25000,https://www.4zida.rs/prodaja/stanovi/aleksinac/oglas/zitkovac/5fe464b2caccc63937047dda,prodaja,stanovi,Aleksinac,Aleksinac,2.5,308,NULL,NULL,1,NULL,0,0,0,0,0
13681,679800,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/spens/60ed777e7b5ef31bbf509abb,prodaja,stanovi,"Novi Sad","Stari Grad",7,302,"centralno grejanje",NULL,1,NULL,1,1,0,1,0
14347,680000,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/spens/6047d2b1ac8ff35793535363,prodaja,stanovi,"Novi Sad","Stari Grad",6.5,302,"centralno grejanje",NULL,1,NULL,1,1,0,1,1
13308,679800,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/spens/60401ec2ea2ba77cf1537d02,prodaja,stanovi,"Novi Sad","Stari Grad",7,302,"centralno grejanje",NULL,1,2008,1,1,0,0,0
23967,680000,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/spens/6047d2b1ac8ff35793535363,prodaja,stanovi,"Novi Sad","Stari Grad",6.5,302,"centralno grejanje",NULL,1,NULL,1,1,0,1,1
21794,3000,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/rijecka/61ab799e76b5f44cee676d53,izdavanje,stanovi,Beograd,Beograd,5,302,"etažno grejanje",NULL,1,NULL,1,1,0,0,0
6972,3500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/dedinje/5fec60260c7cde1a23222aa5,izdavanje,stanovi,Beograd,"Savski Venac",5,300,"centralno grejanje",NULL,3,NULL,1,1,0,0,0
6964,6000,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/hram-svetog-save/60c0ea334dfe9324323a6410,izdavanje,stanovi,Beograd,Neimar,5,300,"centralno grejanje",NULL,1,NULL,1,1,0,0,0
8332,1100,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/visnjicka-banja/613359574e03a065a836f330,izdavanje,stanovi,Beograd,"Palilula opština",3,300,"etažno grejanje",NULL,1,NULL,0,1,0,0,1
6973,3500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/pink/5fef89a975a98e695c72868d,izdavanje,stanovi,Beograd,"Savski Venac",4,300,"centralno grejanje",NULL,3,NULL,1,1,0,0,0
7023,2400,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/baje-pivljanina/5f4432f00c7cde7eae44cd2f,izdavanje,stanovi,Beograd,"Savski Venac",5,300,"centralno grejanje",NULL,1,NULL,1,1,0,0,0
20331,2500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/jevrema-grujica/61a60e0bc06c620a6e111154,izdavanje,stanovi,Beograd,"Savski Venac",7,300,"grejanje na gas",NULL,1,NULL,0,1,0,0,0
5623,1800,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/trscanska/60c862eeaaaf3c219673d0f4,izdavanje,stanovi,Beograd,Zemun,4,300,"podno grejanje",NULL,1,NULL,1,0,0,0,0
19055,750000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/leskovacka/61f0253d30129c692f5818e3,prodaja,stanovi,Beograd,"Voždovac opština",4,300,"centralno grejanje",NULL,1,2010,1,1,0,1,1
6963,3500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/diplomatska-kolonija/619e1fe571776f38d02abc62,izdavanje,stanovi,Beograd,Dedinje,5,300,"centralno grejanje",NULL,3,NULL,1,1,0,0,0
21425,2500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/jevrema-grujica/5bd39b262731713e41310715,izdavanje,stanovi,Beograd,"Savski Venac",5,300,"grejanje na gas",NULL,1,NULL,0,1,0,0,1
6955,4000,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/diplomatska-kolonija/607ed9ac7eec8873bc03bd9e,izdavanje,stanovi,Beograd,Dedinje,5,300,"centralno grejanje",NULL,1,NULL,1,1,0,0,0
