id,price,link,offer_type,property_type,city,municipality,room_number,square_footage,heating,floor,bathroom_number,build_year,elevator,balcony,land_area,registered,parking
23124,1950000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/vladimira-gacinovica/61dc492cd2bab032467a9e33,prodaja,kuce,Beograd,"Savski Venac",14,403,"grejanje na gas",NULL,1,1968,0,1,0,1,1
22843,1950000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/dedinje/611e8099aa9818107807de23,prodaja,kuce,Beograd,"Savski Venac",6,360,"etažno grejanje",NULL,2,1968,0,1,0,1,0
3058,1950000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/dedinje/611e8099aa9818107807de23,prodaja,kuce,Beograd,"Savski Venac",6,360,"etažno grejanje",NULL,2,1968,0,1,0,1,0
11986,3100000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/zrenjaninski-put/613239cb73caeb5e2e4efd42,prodaja,stanovi,Beograd,"Palilula opština",2,51,NULL,NULL,1,2011,0,0,0,1,0
19255,3100000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/zrenjaninski-put/613239cb73caeb5e2e4efd42,prodaja,stanovi,Beograd,"Palilula opština",2,51,NULL,NULL,1,2011,0,0,0,1,0
3073,2600000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/istocni-vracar/61df743ee56f2568892377b3,prodaja,stanovi,Beograd,Vračar,5,271,"centralno grejanje",NULL,1,NULL,1,1,0,1,0
3500,1550000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mutapova/61b3a8cdad221b44b80aad9a,prodaja,stanovi,Beograd,Neimar,4,405,"etažno grejanje",NULL,1,2014,1,1,0,1,0
3516,1550000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mutapova/60b0dab8372a4815ef6c6243,prodaja,stanovi,Beograd,Neimar,4,405,"etažno grejanje",NULL,4,NULL,1,1,0,1,1
3047,1380000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/senjak/6021c183d1de6655453313f3,prodaja,stanovi,Beograd,"Savski Venac",4,290,"centralno grejanje",NULL,1,2020,1,1,0,1,0
3046,1380000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/senjak/6021b3bbadf8ef730a148218,prodaja,stanovi,Beograd,"Savski Venac",4,350,"centralno grejanje",NULL,1,2020,1,1,0,1,0
18609,1350000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/trnska/60f458ff598db544135f8713,prodaja,stanovi,Beograd,Vračar,7,350,"centralno grejanje",NULL,1,NULL,1,1,0,1,0
3005,1285888,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/beograd-na-vodi/618a72a4ad8f5a7b0f1db113,prodaja,stanovi,Beograd,"Savski Venac",4,150,"centralno grejanje",NULL,4,NULL,1,0,0,0,0
13685,1170000,https://www.4zida.rs/prodaja/stanovi/kopaonik/oglas/gradske-lokacije/5dce99aa27317121d13ea665,prodaja,stanovi,Kopaonik,Kopaonik,4,970,"centralno grejanje",NULL,1,NULL,0,1,0,1,1
11221,1000000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vojvode-stepe/5f01ea0e273171713a54f373,prodaja,stanovi,Beograd,"Voždovac opština",5,640,"etažno grejanje",NULL,1,2014,1,1,0,1,0
3501,990000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mutapova/5f22b77a62e9ec3f60701ba3,prodaja,stanovi,Beograd,Neimar,4,437,NULL,NULL,1,2017,0,1,0,1,0
16118,960888,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/beograd-na-vodi/60dd946d5a6817264c679472,prodaja,stanovi,Beograd,"Savski Venac",4,172,"centralno grejanje",NULL,2,NULL,0,1,0,0,0
3239,960888,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bw-terraces/601ed80cd1ae1732a611fd1a,prodaja,stanovi,Beograd,"Savski Venac",3.5,172,"centralno grejanje",NULL,1,NULL,1,1,0,0,0
3232,955888,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bw-terraces/60cc7ac0324d625949140b71,prodaja,stanovi,Beograd,"Savski Venac",4,203,"centralno grejanje",NULL,1,NULL,1,1,0,0,0
3330,950000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/antifasisticke-borbe/619e4b89a0db2c5015070194,prodaja,stanovi,Beograd,"Novi Beograd",8,330,"centralno grejanje",NULL,5,2005,1,1,0,1,0
17892,950000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gospodar-jevremova/5e306836273171310302faa1,prodaja,stanovi,Beograd,"Beograd centar",6,260,"etažno grejanje",NULL,1,NULL,0,1,0,1,0
3561,940888,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/hercegovacka/61b34d80921525485d26d6bb,prodaja,stanovi,Beograd,"Savski Venac",3,98,"centralno grejanje",NULL,1,NULL,1,1,0,0,1
18663,900000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/sarajevska/61c4a5a70bad5d441a5e95d8,prodaja,stanovi,Beograd,"Savski Venac",4,180,"centralno grejanje",NULL,3,NULL,1,0,0,1,0
3234,854000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dedinje/6061023ed47fbf66d9371ee5,prodaja,stanovi,Beograd,"Savski Venac",4,219,"grejanje na struju",NULL,1,2021,1,1,0,1,0
23956,830000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/molerova/616dae22020dee1a4141c137,prodaja,stanovi,Beograd,Vračar,7,188,NULL,NULL,1,1934,0,1,0,1,0
18624,816400,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/senjak/613f53d2f356dd07cf74ae98,prodaja,stanovi,Beograd,"Savski Venac",4,152,NULL,NULL,3,2020,1,1,0,1,0
18857,810000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/sindjeliceva/61a4aa943d53c42f0e7b749c,prodaja,stanovi,Beograd,Vračar,4,180,NULL,NULL,1,NULL,1,1,0,1,0
18861,810000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/sindjeliceva/61a4aa963d53c42f0e7b74a0,prodaja,stanovi,Beograd,Vračar,4,180,NULL,NULL,1,NULL,1,1,0,1,0
17869,800000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vlajkoviceva/5ef4a3d22731712eaf293f21,prodaja,stanovi,Beograd,"Stari Grad opština",5,195,"centralno grejanje",NULL,1,1936,1,1,0,1,0
17902,800000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vlajkoviceva/5e22cec9273171256f3277d3,prodaja,stanovi,Beograd,"Stari Grad opština",5,200,"centralno grejanje",NULL,1,1935,1,1,0,1,0
17894,800000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vlajkoviceva/5e2097d027317137f22e5d63,prodaja,stanovi,Beograd,"Stari Grad opština",5,190,NULL,NULL,3,1930,0,1,0,1,0
3556,796888,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/hercegovacka/61b8940f1ca8084f75515cf8,prodaja,stanovi,Beograd,"Savski Venac",3,90,"centralno grejanje",NULL,1,NULL,1,1,0,0,1
3515,795000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/francuska/61c37ae978a1d17f886da478,prodaja,stanovi,Beograd,"Stari Grad opština",8,221,"centralno grejanje",NULL,1,NULL,1,1,0,1,0
3513,780000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/patrijarha-varnave/61ae189c73ecee3edb69f0e3,prodaja,stanovi,Beograd,Neimar,4,142,NULL,NULL,1,2012,0,1,0,1,0
