id,price,link,offer_type,property_type,city,municipality,room_number,square_footage,heating,floor,bathroom_number,build_year,elevator,balcony,land_area,registered,parking,state
26975,3800000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/senjak/5fd4da1f08af983cc000a8f7,prodaja,kuce,Beograd,Savski Venac,7.0,620.0,etažno grejanje,,6,2008.0,0,1,9.8,1,0,
27190,3700000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/serdar-jola/5f6fc5b2540c667c370fb435,prodaja,kuce,Beograd,Savski Venac,5.0,1040.0,grejanje na struju,,1,,0,1,0.0,1,0,
6187,3500000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/kneginje-zorke/603faebc1e25a265600e4953,prodaja,kuce,Beograd,Vračar,10.0,815.0,centralno grejanje,,4,,0,0,0.0,1,0,
6939,3500000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/drinicka/5d72b3932731710cce2c0cd3,prodaja,kuce,Beograd,Savski Venac,5.0,831.0,etažno grejanje,,1,,0,1,14.0,1,1,
46587,3500000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/vracar-centar-krunski-venac/601b2b332eed79689113e67c,prodaja,kuce,Beograd,Beograd,20.0,900.0,centralno grejanje,,4,1921.0,0,0,4.0,1,0,
31298,3300000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/senjak/615b08d9e70cfe36c9499b73,prodaja,kuce,Beograd,Savski Venac,10.0,900.0,etažno grejanje,,1,,0,1,0.0,1,0,
26762,3300000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/drinicka/603cf9524775ed592241c476,prodaja,kuce,Beograd,Savski Venac,10.0,830.0,etažno grejanje,,1,2001.0,0,1,15.0,1,1,
26973,3300000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/senjak/61885ccc7e68345ace379ffb,prodaja,kuce,Beograd,Savski Venac,11.0,461.0,etažno grejanje,,5,,0,1,15.93,1,1,
31299,3100000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/drinicka/60394fb5486c0d59f6254a03,prodaja,kuce,Beograd,Savski Venac,10.0,830.0,,,1,,0,1,12.38,1,0,
37180,3000000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/drinicka/5cae1ee727317129830d6575,prodaja,kuce,Beograd,Savski Venac,6.0,850.0,etažno grejanje,,4,,0,1,15.0,1,0,
31301,3000000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/drinicka/5d8cb079273171713a4890e3,prodaja,kuce,Beograd,Savski Venac,10.0,850.0,centralno grejanje,,5,,0,1,15.0,1,1,
31536,3000000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/drinicka/5a454f1fb70c5901d07d1194,prodaja,kuce,Beograd,Savski Venac,5.0,800.0,etažno grejanje,,1,1998.0,0,1,15.0,1,0,
27249,2800000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/dedinje/61b63f519e74ba54c8130613,prodaja,kuce,Beograd,Savski Venac,10.0,600.0,etažno grejanje,,1,2002.0,0,1,14.5,1,1,
27170,2500000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/vajara-djoke-jovanovica/6091b595bf66d6781d5cf7f3,prodaja,kuce,Beograd,Savski Venac,10.0,420.0,etažno grejanje,,1,,0,0,0.0,1,0,
26957,2500000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/vajara-djoke-jovanovica/61893e0379a0cc1897372070,prodaja,kuce,Beograd,Savski Venac,10.0,810.0,grejanje na gas,,9,2014.0,0,1,6.5,1,1,
27225,2500000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/dedinje/6064418ecfe6be43127759e8,prodaja,kuce,Beograd,Savski Venac,10.0,550.0,podno grejanje,,1,,0,1,6.0,0,1,
27235,2300000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/teodora-drajzera/60f9928c1182577250392398,prodaja,kuce,Beograd,Savski Venac,10.0,285.0,grejanje na struju,,1,,0,1,16.47,1,0,
27250,2300000.0,https://www.4zida.rs/prodaja/kuce/beograd/oglas/teodora-drajzera/61e5637bc070c97c644b538d,prodaja,kuce,Beograd,Savski Venac,9.0,285.0,etažno grejanje,,1,,0,1,16.47,1,1,
18914,8000000.0,https://www.4zida.rs/prodaja/stanovi/pirot/oglas/centar/5f44fcd19a3091609039bb30,prodaja,stanovi,Pirot,Gradske lokacije,8.0,8373.0,centralno grejanje,,5,,0,1,0.0,1,1,
6654,3100000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/zrenjaninski-put/613239cb73caeb5e2e4efd42,prodaja,stanovi,Beograd,Palilula opština,2.0,51.0,,,1,2011.0,0,0,0.0,1,0,
26944,2600000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/istocni-vracar/61df743ee56f2568892377b3,prodaja,stanovi,Beograd,Vračar,5.0,271.0,centralno grejanje,,1,,1,1,0.0,1,0,
40523,2500000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/sanje-zivanovica/61dc9d14aa1d0a3d4f785620,prodaja,stanovi,Beograd,Savski Venac,5.0,400.0,centralno grejanje,,1,,0,1,0.0,1,0,
39459,1550000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mutapova/60b0dab8372a4815ef6c6243,prodaja,stanovi,Beograd,Neimar,4.0,405.0,etažno grejanje,,4,,1,1,0.0,1,1,
8043,1550000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mutapova/61b3a8cdad221b44b80aad9a,prodaja,stanovi,Beograd,Neimar,4.0,405.0,etažno grejanje,,1,2014.0,1,1,0.0,1,0,
2375,1545000.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/grbavica/61571e708d6a981a871c0a4c,prodaja,stanovi,Novi Sad,Gradske lokacije,6.0,243.0,centralno grejanje,,1,2002.0,0,1,0.0,0,0,
38676,1500000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/milana-tepica/5c8903d39a309167e174adfb,prodaja,stanovi,Beograd,Savski Venac,5.0,286.0,grejanje na gas,,4,2018.0,1,1,0.0,1,0,
43640,1485888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/beograd-na-vodi/60534857f24d35620775588c,prodaja,stanovi,Beograd,Savski Venac,5.0,163.0,,,1,,1,1,0.0,0,1,
2369,1411100.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novi-sad-centar/6117cef9469b5c36b563f84f,prodaja,stanovi,Novi Sad,Stari Grad,5.0,183.0,centralno grejanje,,1,2020.0,1,1,0.0,1,0,
43575,1387888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/beograd-na-vodi/5ceec315273171590124938f,prodaja,stanovi,Beograd,Savski Venac,5.0,162.0,centralno grejanje,,1,,1,0,0.0,1,0,
5655,1387888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/hercegovacka/61b3be66bb6e3e3ce16b8733,prodaja,stanovi,Beograd,Savski Venac,5.0,161.0,centralno grejanje,,1,,1,1,0.0,0,1,
8073,1387888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/kula-1406/5d4afc2e273171254d34060a,prodaja,stanovi,Beograd,Savski Venac,4.0,162.0,centralno grejanje,,1,,1,0,0.0,0,0,
43568,1387888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/st-regis/602adbe12a7257156d3e0710,prodaja,stanovi,Beograd,Savski Venac,4.0,162.0,centralno grejanje,,1,,1,0,0.0,1,0,
43641,1387888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-vudroa-wilsona/610802ae55278f204d583856,prodaja,stanovi,Beograd,Savski Venac,5.0,162.0,centralno grejanje,,1,,1,0,0.0,0,0,
8075,1387888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/kula-1401/5d4afc2d273171254d340608,prodaja,stanovi,Beograd,Savski Venac,4.0,162.0,centralno grejanje,,1,,1,0,0.0,0,0,
43632,1387888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/st-regis/5f36e84e204f991e53238c05,prodaja,stanovi,Beograd,Savski Venac,4.0,162.0,centralno grejanje,,1,,1,0,0.0,1,0,
27171,1380000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/senjak/6021c183d1de6655453313f3,prodaja,stanovi,Beograd,Savski Venac,4.0,290.0,centralno grejanje,,1,2020.0,1,1,0.0,1,0,
27173,1380000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/senjak/6021b3bbadf8ef730a148218,prodaja,stanovi,Beograd,Savski Venac,4.0,350.0,centralno grejanje,,1,2020.0,1,1,0.0,1,0,
32689,1350000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/trnska/60f458ff598db544135f8713,prodaja,stanovi,Beograd,Vračar,7.0,350.0,centralno grejanje,,1,,1,1,0.0,1,0,
5658,1341888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/hercegovacka/61b3be76bb6e3e3ce16b87aa,prodaja,stanovi,Beograd,Savski Venac,5.0,152.0,centralno grejanje,,1,,1,1,0.0,0,1,
43637,1340888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/st-regis/5f36e84e204f991e53238c08,prodaja,stanovi,Beograd,Savski Venac,4.0,156.0,centralno grejanje,,1,,1,0,0.0,1,0,
43617,1289888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/st-regis/5f36e84d204f991e53238c02,prodaja,stanovi,Beograd,Savski Venac,4.0,161.0,centralno grejanje,,1,,1,0,0.0,1,0,
8076,1289888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/kula-1405/5d4afc2b273171254d340600,prodaja,stanovi,Beograd,Savski Venac,4.0,151.0,centralno grejanje,,1,,1,0,0.0,0,0,
43566,1285888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/st-regis/602adbe12a7257156d3e0714,prodaja,stanovi,Beograd,Savski Venac,4.0,151.0,centralno grejanje,,1,,1,0,0.0,1,0,
6091,1285888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/beograd-na-vodi/618a72a4ad8f5a7b0f1db113,prodaja,stanovi,Beograd,Savski Venac,4.0,150.0,centralno grejanje,,4,,1,0,0.0,0,0,
8074,1285888.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/kula-1402/5d4afc2a273171254d3405fe,prodaja,stanovi,Beograd,Savski Venac,4.0,151.0,centralno grejanje,,1,,1,0,0.0,0,0,
33270,1260000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/kosovska/60462a5273003b195c34ba48,prodaja,stanovi,Beograd,Stari Grad opština,6.5,315.0,centralno grejanje,,1,,1,0,0.0,1,0,
2501,1170000.0,https://www.4zida.rs/prodaja/stanovi/kopaonik/oglas/gradske-lokacije/5dce99aa27317121d13ea665,prodaja,stanovi,Kopaonik,Kopaonik,4.0,970.0,centralno grejanje,,1,,0,1,0.0,1,1,
27179,1150000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/senjak/5ef8856f2731711dd76a2a13,prodaja,stanovi,Beograd,Savski Venac,6.5,425.0,,,1,,1,1,0.0,1,0,
